Function,Method,ISE,RMSE,Boundary RMSE,Time
Smooth periodic,Polynomial,0.005748828359436464,0.07582102847783367,0.1270935225129732,0.0007017999996605795
Smooth periodic,Nadaraya-Watson,0.0017693653075597276,0.04206382421463516,0.06229707338275655,0.00020429999858606607
Smooth periodic,Local linear,0.001625715391099259,0.04032016109961937,0.04668654650165476,0.004072300000188989
Smooth periodic,Local quadratic,0.0006031734288334404,0.02455958934578183,0.03707943331787019,0.004313200000979123
Smooth periodic,B-spline,0.0008971680128189803,0.029952763024785882,0.04565438763865414,0.0008441999998467509
Smooth periodic,Smoothing spline,0.005748828359436432,0.07582102847783345,0.12709352251297268,6.69999990350334e-05
Smooth periodic,Linear,0.20374393995252935,0.4513800393820371,0.695249459618627,0.00038070000118750613
Smooth periodic,Polynomial,0.005418539280931984,0.07361072802881374,0.07388891221143491,0.0006816000004619127
Smooth periodic,Nadaraya-Watson,0.0038641797665589553,0.06216252702841926,0.11461742374109984,0.00023919999875943176
Smooth periodic,Local linear,0.002582274673032798,0.05081608675442058,0.061066428640590725,0.003654399999504676
Smooth periodic,Local quadratic,0.0013860240415248478,0.037229343823452596,0.06763435688488957,0.0038633999993180623
Smooth periodic,B-spline,0.0011679450680009808,0.0341752113087978,0.06835527532602739,0.0008018999997148057
Smooth periodic,Smoothing spline,0.005418539280931964,0.0736107280288136,0.07388891221143695,6.679999933112413e-05
Smooth periodic,Linear,0.20496194562314377,0.4527272309273474,0.5167580840076668,0.000369400000636233
Smooth periodic,Polynomial,0.00504917625703397,0.0710575559461059,0.09655559202879055,0.0006766000005882233
Smooth periodic,Nadaraya-Watson,0.0023211546175834347,0.0481783625456847,0.06558918081176524,0.00021720000040659215
Smooth periodic,Local linear,0.0014708580050671826,0.03835176664858064,0.049416626086834885,0.0035763999985647388
Smooth periodic,Local quadratic,0.0014405444856719007,0.037954505472630004,0.05089797072621578,0.003861399998640991
Smooth periodic,B-spline,0.0010273387315736786,0.032052125227099666,0.04957925760447655,0.0008128000008582603
Smooth periodic,Smoothing spline,0.005049176257033823,0.07105755594610487,0.09655559202878522,6.759999996575061e-05
Smooth periodic,Linear,0.2019527540581699,0.44939153759074046,0.6151139881152436,0.00038250000034167897
Smooth periodic,Polynomial,0.005607649032243442,0.07488423754197837,0.075914477872892,0.0006814000007580034
Smooth periodic,Nadaraya-Watson,0.002558671789981933,0.05058331533205324,0.050142509787417695,0.00020679999943240546
Smooth periodic,Local linear,0.002223339939669124,0.04715230577256137,0.029586007771896516,0.0036201000002620276
Smooth periodic,Local quadratic,0.0015297645280646108,0.03911220433655729,0.027042376125032023,0.003915500001312466
Smooth periodic,B-spline,0.001365260982572142,0.036949438190209904,0.02631556377278915,0.0007991999991645571
Smooth periodic,Smoothing spline,0.005607649032243716,0.07488423754198019,0.07591447787289383,6.630000098084565e-05
Smooth periodic,Linear,0.20208063519561423,0.4495337976121642,0.553073952063382,0.0003544000010151649
Smooth periodic,Polynomial,0.005042428367319566,0.07101005821233754,0.07430936204836196,0.0006470999996963656
Smooth periodic,Nadaraya-Watson,0.004898392538623364,0.06998851719120333,0.123255382588292,0.00021289999858709052
Smooth periodic,Local linear,0.0026367525109664523,0.051349318505375045,0.08186851441549899,0.0035991999993711943
Smooth periodic,Local quadratic,0.0025301872034161382,0.050300966227460664,0.0844404680538888,0.0038282000004983274
Smooth periodic,B-spline,0.0022403685173530506,0.04733253127979794,0.07707341028803547,0.0008147000007738825
Smooth periodic,Smoothing spline,0.00504242836731952,0.07101005821233722,0.07430936204836214,7.300000106624793e-05
Smooth periodic,Linear,0.20037279787429282,0.44763020214714383,0.6331509944241142,0.00038750000021536835
Smooth periodic,Polynomial,0.005391810698307621,0.07342895000139674,0.08694002231764801,0.000640199999907054
Smooth periodic,Nadaraya-Watson,0.003463239112195968,0.05884929151821599,0.0730065858240102,0.0002051999999821419
Smooth periodic,Local linear,0.0023838283304486317,0.04882446446658306,0.02351562425435936,0.003608300001360476
Smooth periodic,Local quadratic,0.0020022073124258345,0.04474603124776358,0.028065233224303755,0.003835100000287639
Smooth periodic,B-spline,0.0011821503877982068,0.03438241393209917,0.019609184181585172,0.0008018000007723458
Smooth periodic,Smoothing spline,0.005391810698307632,0.0734289500013968,0.08694002231764644,6.550000034621917e-05
Smooth periodic,Linear,0.20437392488416378,0.4520773439182324,0.6566865400560774,0.0003621000014391029
Smooth periodic,Polynomial,0.0051490776197512635,0.07175707365654806,0.09428984911151121,0.0006155000010039657
Smooth periodic,Nadaraya-Watson,0.004835008571509597,0.06953422589998105,0.12393899416931185,0.00021779999951831996
Smooth periodic,Local linear,0.003381789528200966,0.05815315578883889,0.10349604159856737,0.003610800000387826
Smooth periodic,Local quadratic,0.0034991583579488646,0.059153684229715266,0.11372658984771376,0.003872100000080536
Smooth periodic,B-spline,0.0056809008730034395,0.07537175116052061,0.12315786515525258,0.0008257999998022569
Smooth periodic,Smoothing spline,0.005149077619751025,0.07175707365654639,0.09428984911150723,6.759999996575061e-05
Smooth periodic,Linear,0.20057388842307128,0.44785476264417606,0.5909740746229836,0.0004226000000926433
Smooth periodic,Polynomial,0.005571220198651974,0.07464060690168572,0.10666356292803846,0.0007008999982645037
Smooth periodic,Nadaraya-Watson,0.004603580282786133,0.06784968889233121,0.12847543423082064,0.0002069000001938548
Smooth periodic,Local linear,0.0014493102033105874,0.0380698069775851,0.055050911242969465,0.003598499999498017
Smooth periodic,Local quadratic,0.0009280421673832479,0.030463784521678326,0.05719298498727728,0.0038710000007995404
Smooth periodic,B-spline,0.0009347223340445246,0.03057322904183535,0.05240408081941214,0.0008089000002655666
Smooth periodic,Smoothing spline,0.005571220198652497,0.07464060690168922,0.10666356292804276,6.709999979648273e-05
Smooth periodic,Linear,0.203227888465986,0.45080803948685966,0.553304279160973,0.00039149999975052197
Smooth periodic,Polynomial,0.00531666172367161,0.07291544228537333,0.11343819683020116,0.0006427999996958533
Smooth periodic,Nadaraya-Watson,0.001868103224028409,0.043221559713046094,0.06312056653637552,0.00020880000010947697
Smooth periodic,Local linear,0.001503328201479494,0.038772776551073744,0.061497958120720515,0.003598299999794108
Smooth periodic,Local quadratic,0.0010402004990554745,0.0322521394492749,0.05420252998080662,0.003864399999656598
Smooth periodic,B-spline,0.0007372884253389442,0.027153055543325953,0.05038649702052512,0.0008873999995557824
Smooth periodic,Smoothing spline,0.00531666172367198,0.07291544228537587,0.11343819683020562,6.789999861211982e-05
Smooth periodic,Linear,0.20188460399632466,0.44931570637617896,0.5623599645320126,0.00041880000026139896
Smooth periodic,Polynomial,0.004846493475034315,0.06961676145178196,0.08134023626937241,0.0007320000004256144
Smooth periodic,Nadaraya-Watson,0.0035192836905561273,0.05932355089301489,0.11287842337559391,0.0002043999993475154
Smooth periodic,Local linear,0.0011880137308118168,0.03446757506428059,0.0416395981033715,0.0035457000012684148
Smooth periodic,Local quadratic,0.0014745804774365671,0.03840026663236295,0.044820295187152685,0.0038164999987202464
Smooth periodic,B-spline,0.0010990156625191078,0.03315140513642081,0.051567628052385954,0.0008051999993767822
Smooth periodic,Smoothing spline,0.004846493475034439,0.06961676145178286,0.08134023626937421,6.709999979648273e-05
Smooth periodic,Linear,0.20087427119657061,0.4481899945297425,0.6363317304574804,0.00035430000025371555
Smooth periodic,Polynomial,0.005820139385417601,0.07628983802196464,0.10382534879046681,0.0006855999999970663
Smooth periodic,Nadaraya-Watson,0.003383026068464137,0.058163786572610086,0.09438074049972146,0.0002237999997305451
Smooth periodic,Local linear,0.0015617387325831064,0.03951884022315314,0.044416507521122243,0.003606000000218046
Smooth periodic,Local quadratic,0.0012219758300766332,0.034956770875992436,0.03270104024257469,0.003918100001101266
Smooth periodic,B-spline,0.0010380948977601534,0.03221948009760793,0.031174461066660587,0.0007709000001341337
Smooth periodic,Smoothing spline,0.005820139385417831,0.07628983802196614,0.10382534879046555,6.949999988137279e-05
Smooth periodic,Linear,0.20029725891538727,0.44754581767165164,0.5805687278899695,0.0003713999994943151
Smooth periodic,Polynomial,0.005064739164775229,0.07116698086033459,0.08835966105205818,0.0006508999995276099
Smooth periodic,Nadaraya-Watson,0.0034135405678562274,0.05842551298753163,0.07092765515612115,0.00022929999977350235
Smooth periodic,Local linear,0.001716284684885508,0.041428066390860045,0.03154392207192308,0.003576200000679819
Smooth periodic,Local quadratic,0.0009409470886843009,0.03067486085843424,0.02844946130769021,0.003905499999746098
Smooth periodic,B-spline,0.0016596795275189825,0.040739164541249276,0.05561132083048498,0.0007814000000507804
Smooth periodic,Smoothing spline,0.005064739164775267,0.07116698086033485,0.08835966105206348,6.710000161547214e-05
Smooth periodic,Linear,0.21640275063268966,0.465191090448527,0.4807662946981137,0.00036499999987427145
Smooth periodic,Polynomial,0.005408679292151282,0.07354372367613216,0.081613207754261,0.0006746999988536118
Smooth periodic,Nadaraya-Watson,0.00302103628047222,0.054963954374409964,0.06916010619335157,0.0002058000009128591
Smooth periodic,Local linear,0.002367822747970093,0.048660278954914475,0.05599046676011076,0.0035712999997485895
Smooth periodic,Local quadratic,0.0009865743864866513,0.03140978170071628,0.044723708135060526,0.003866600000037579
Smooth periodic,B-spline,0.0010654453953270135,0.03264116105972662,0.05460200902906575,0.000799600000391365
Smooth periodic,Smoothing spline,0.005408679292151007,0.0735437236761303,0.08161320775426259,6.960000064282212e-05
Smooth periodic,Linear,0.20023846165389836,0.44748012431157025,0.6262117913243584,0.000364500001523993
Smooth periodic,Polynomial,0.005153314332893042,0.07178658880942207,0.08663700736315197,0.0006447000014304649
Smooth periodic,Nadaraya-Watson,0.0021801596687218926,0.046692179952556215,0.0924693035068835,0.00020699999913631473
Smooth periodic,Local linear,0.0005550419358011696,0.023559327999778973,0.03110006217553255,0.0035956000010628486
Smooth periodic,Local quadratic,0.0005143350006604501,0.02267895501694137,0.03818160231586544,0.003845900000669644
Smooth periodic,B-spline,0.0008343309630769769,0.028884787745056685,0.037329470451127555,0.0007921999986137962
Smooth periodic,Smoothing spline,0.0051533143328928235,0.07178658880942054,0.08663700736315127,6.539999958476983e-05
Smooth periodic,Linear,0.20444048801893308,0.4521509571138085,0.641747585435205,0.00035200000093027484
Smooth periodic,Polynomial,0.004639632000783769,0.06811484420288848,0.0897551128685961,0.0006065999987185933
Smooth periodic,Nadaraya-Watson,0.0038546175745299265,0.06208556655560072,0.12912529874716042,0.00021329999981389847
Smooth periodic,Local linear,0.0007620853844350379,0.02760589401622483,0.030717880936258123,0.003575799999453011
Smooth periodic,Local quadratic,0.0005702872733157519,0.0238806882923368,0.02316901741655729,0.003827499998806161
Smooth periodic,B-spline,0.0005376361697668625,0.023186982765484226,0.033545738890654944,0.0007803999997122446
Smooth periodic,Smoothing spline,0.004639632000783763,0.06811484420288842,0.08975511286859489,6.469999971159268e-05
Smooth periodic,Linear,0.2036928853592895,0.4513234819497978,0.6656324267203086,0.00033909999910974875
Smooth periodic,Polynomial,0.005654333612679904,0.07519530312911774,0.07150699653915576,0.0006088999998610234
Smooth periodic,Nadaraya-Watson,0.005202439942937386,0.0721279414855116,0.122722667256579,0.0002203999993071193
Smooth periodic,Local linear,0.003133085872187317,0.05597397495432424,0.05018574629322163,0.0036005999991175486
Smooth periodic,Local quadratic,0.0022069241421983836,0.046977911215787184,0.048277492339579946,0.0039050999985192902
Smooth periodic,B-spline,0.0013719705743966985,0.03704012114446575,0.051450085773972525,0.0007814000000507804
Smooth periodic,Smoothing spline,0.005654333612679725,0.07519530312911654,0.07150699653915686,6.570000005012844e-05
Smooth periodic,Linear,0.20372874139805622,0.4513632034161139,0.6948787841037247,0.00035339999885763973
Smooth periodic,Polynomial,0.0051876723503941815,0.07202549791840512,0.11912057396066736,0.000603899999987334
Smooth periodic,Nadaraya-Watson,0.002529756411160887,0.05029668389825404,0.0911586269703842,0.0002258000004076166
Smooth periodic,Local linear,0.001706657222680565,0.04131170805813486,0.06757739325813605,0.0037861999990127515
Smooth periodic,Local quadratic,0.0006600316629692648,0.025691081389643076,0.03339296782559209,0.00385420000020531
Smooth periodic,B-spline,0.0038881770732998883,0.06235524896349856,0.11764043783775147,0.0008202999997592997
Smooth periodic,Smoothing spline,0.005187672350394359,0.07202549791840636,0.1191205739606732,6.779999966965988e-05
Smooth periodic,Linear,0.2005496850240787,0.4478277403467528,0.6257857218256255,0.0003804000007221475
Smooth periodic,Polynomial,0.00503147851731385,0.07093291561266779,0.07265199635498021,0.0006977000011829659
Smooth periodic,Nadaraya-Watson,0.003869461191757405,0.06220499330244643,0.08999705626812034,0.00021379999998316634
Smooth periodic,Local linear,0.0029114867611916445,0.05395819456942239,0.059271083389559116,0.003565099999832455
Smooth periodic,Local quadratic,0.0016578596688823454,0.040716822922255924,0.04911958174269239,0.003862699999444885
Smooth periodic,B-spline,0.0016925215299069293,0.04114026652693112,0.051640827076752466,0.0007941000003484078
Smooth periodic,Smoothing spline,0.005031478517313799,0.07093291561266743,0.07265199635497997,6.749999920430128e-05
Smooth periodic,Linear,0.20369415959993653,0.45132489361870626,0.6922855643234122,0.0003316000002087094
Smooth periodic,Polynomial,0.004927804822930561,0.07019832492966312,0.08034579064287878,0.0006174000009195879
Smooth periodic,Nadaraya-Watson,0.006158797231800429,0.07847800476439516,0.14330612807538531,0.00020199999926262535
Smooth periodic,Local linear,0.002398586862554859,0.04897536995832557,0.06273101390648861,0.003615500001615146
Smooth periodic,Local quadratic,0.0017676698829481162,0.04204366638327486,0.06504980060817951,0.0038711999986844603
Smooth periodic,B-spline,0.0023561288904263996,0.048539972089262674,0.08156552917671107,0.0007796999998390675
Smooth periodic,Smoothing spline,0.004927804822930458,0.07019832492966238,0.0803457906428789,6.580000081157777e-05
Smooth periodic,Linear,0.20024392122737672,0.44748622462303433,0.5965206289627691,0.0003623000011430122
Smooth periodic,Polynomial,0.005026463197970522,0.07089755424533714,0.10409096367890729,0.0006425999999919441
Smooth periodic,Nadaraya-Watson,0.0028938479636310063,0.053794497521874915,0.08770768923899909,0.00022330000138026662
Smooth periodic,Local linear,0.0021638845892988745,0.046517572908513556,0.029818033127115968,0.003580099999453523
